teatro_id,teatro_nombre,teatro_fecha_fundacion,teatro_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,teatro_calle_numero,teatro_colonia,teatro_cp,teatro_telefono1,pagina_web,facebook,twitter,instagram,email,gmaps_longitud,gmaps_latitud,teatro_aforo,teatro_tipo_escenario,link_sic,fecha_mod
542,"Teatro de la Casa de Cultura de Cosío","1993-03-01","Instituto Cultural de Aguascalientes",1,"Aguascalientes",4,"Cosío",1,"Cosío","Madero Nte. 5","Centro","20460","458 987 09 59","http://www.aguascalientes.gob.mx/temas/cultura/Noticias/Convocatorias/didactica.aspx","","","","informacion.ica@aguascalientes.gob.mx",-102.29747,22.36639,200,"rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=542","2021-10-28 07:32:03-05"
869,"Teatro Bicentenario","1000-01-01","Ayuntamiento de Pabellón de Arteaga",1,"Aguascalientes",6,"Pabellón de Arteaga",1,"Pabellón de Arteaga","Plutarco Elías Calles s/n","Centro","20670","465 958 19 76","","","","","manuelalejandrosantana@municipio.gob.mx",-102.27675,22.14736,640,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=869","2022-02-16 16:35:46-06"
307,"Teatro Universitario y de los Periodistas Benito Juárez","1985-01-01","Universidad Autónoma de Baja California (UABC), campus Ensenada",2,"Baja California",1,"Ensenada",1,"Ensenada","Km. 103 carr. Tijuana-Ensenada, Guadalupe entre 2a y 4a","Col. Obrera","22880","646)176 28 50","https://cultura.uabc.mx/campus-ensenada/","","","","teatroens@uabc.edu.mx",-116.61493,31.86137,407,"semicircular","http://sic.gob.mx/ficha.php?table=teatro&table_id=307","2023-11-16 05:58:03-06"
313,"Teatro de la Ciudad de Ensenada","1977-09-27","Instituto de Cultura de Baja California",2,"Baja California",1,"Ensenada",1,"Ensenada","Av. Diamante s/n","Fracc. Nueva Ensenada","22880","(646) 177 03 92","","","","","",-116.60852,31.85503,459,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=313","2016-12-14 13:29:02-06"
874,"Foro Experimental del CEART/Ensenada","2007-07-31","CEART/Instituto de Cultura de Baja California",2,"Baja California",1,"Ensenada",1,"Ensenada","Blvd. Lázaro Cárdenas y Av. Club Rotario","Centro","22880","(646) 173 43 07","","","","","",-116.61736,31.85707,200,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=874","2016-12-14 14:53:35-06"
320,"Teatro al Aire Libre Riviera","1998-04-24","Centro Cultural Riviera de Ensenada",2,"Baja California",1,"Ensenada",1,"Ensenada","Blvd. Lázaro Cárdenas y Av. Riviera s/n","Centro","22800","(646) 176 43 10","http://rivieradeensenada.com.mx/espacios/","","","","director@rivieradeensenada.com.mx",-116.61835,31.85818,438,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=320","2018-05-09 16:09:19-05"
525,"Teatro IMSS Mexicali","1959-01-01","Instituto Mexicano del Seguro Social (IMSS), (en comodato)",2,"Baja California",2,"Mexicali",1,"Mexicali","Av. Zaragoza s/n","Col. Nueva","21100","(686) 564 77 59","","","","","teatro.mexicali@imss.gob.mx",-115.46804,32.66108,318,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=525","2017-05-25 12:33:28-05"
152,"Teatro al aire libre del Centro Comunitario Estudiantil","1991-08-01","Universidad Autónoma de Baja California (UABC), campus Mexicali/Vicerrectoría",2,"Baja California",2,"Mexicali",1,"Mexicali","Blvd. Benito Juárez s/n","Unidad Universitaria","21280","686 841 82 10 ext. 43001","","","","","isaac.coronado@uabc.edu.mx",-115.4447,32.63249,850,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=152","2023-11-07 06:12:56-06"
803,"Foro Experimental del CEART","2005-01-31","Instituto de Cultura de Baja California",2,"Baja California",2,"Mexicali",1,"Mexicali","Czda. de los Presidentes s/n esq. Ciudad Victoria","Zona del Río Nuevo","21150","686 553 6951 ext. 139","http://www.icbc.gob.mx","https://www.facebook.com/ceartmexicalibc/?locale=es_LA","","","ceartmexicali@hotmail.com",-115.48529,32.65089,150,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=803","2025-06-10 11:32:10-06"
489,"Teatro del Estado","1977-10-01","Secretaría de Cultura del Estado de Baja California ",2,"Baja California",2,"Mexicali",1,"Mexicali","Av. Milton Castellanos esq. Blvd. Adolfo López Mateos 1112","Col. Industrial","21100","686  554 93 39 ext. 103","http://www.icbc.gob.mx","https://www.facebook.com/teatrodelestadoMXL","","","teatrodelestadobc@gmail.com",-115.47458,32.65482,1033,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=489","2025-03-10 14:17:36-06"
321,"Teatro Maestro Antonio Salvador Caldera Adame","1974-01-01","Ayuntamiento de Mexicali/Instituto Municipal de Arte y Cultura de Mexicali (IMACUM)",2,"Baja California",2,"Mexicali",1,"Mexicali","Av. Madero s/n esq. Altamirano","Centro","21100","686 552 96 30, 686 553 40 57","https://www.facebook.com/CasaDeLaCulturaDeMexicali","","","","jlfigueroa@mexicali.gob.mx; imacum@mexicali.gob.mx",-115.49096,32.66487,300,"rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=321","2024-03-13 06:35:31-06"
314,"Teatro Benito Juárez del CREA Cultura","1962-06-24","Ayuntamiento de Mexicali/Instituto Municipal de Arte y Cultura de Mexicali (IMACUM)",2,"Baja California",2,"Mexicali",1,"Mexicali","Salina Cruz 2050 ","Col. Guajardo","21150","686 555 12 30","","","","","crea.cultura@gmail.com; jlfigueroa@mexicali.gob.mx; imacum@mexicali.gob.mx",-115.49831,32.64168,200,"rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=314","2024-03-13 06:35:34-06"
147,"Teatro Universitario de Mexicali","1983-02-28","Universidad Autónoma de Baja California (UABC)",2,"Baja California",2,"Mexicali",1,"Mexicali","Av. López Rayón s/n","Unidad Universitaria","21280","686 841 82 42","","","","","aidearaiza@uabc.edu.mx",-115.44472,32.63391,540,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=147","2023-11-16 05:49:31-06"
56,"Teatro Conchita Sánchez Miramontes","1982-01-01"," Colegio de Bachilleres - Plantel Mexicali",2,"Baja California",2,"Mexicali",1,"Mexicali","Av.  Zaragoza 2045","Col. Nueva","21100","686  553 42 09","http://www.cobachbc.edu.mx/inicio","","","","mexicali@cobach.edu.mx",-115.45364,32.66257,100,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=56","2023-09-25 05:32:08-06"
323,"Teatro al Aire Libre de Rectoría","1984-01-01","Universidad Autónoma de Baja California",2,"Baja California",2,"Mexicali",1,"Mexicali","Av. Álvaro Obregón y Julián Carrillo s/n","Col. Nueva Mexicalli","21100","686 553 4461","https://www.uabc.mx/","https://www.facebook.com/UABCInstitucional/","https://x.com/UABC_oficial","","rector@uabc.edu.mx",-115.46959,32.6634,700,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=323","2025-06-16 13:45:29-06"
254,"Teatro Universitario Tecate","1988-04-27","Universidad Autónoma de Baja California (UABC), campus Tecate/Coordinación de Extensión de la Cultura y Divulgación de la Ciencia",2,"Baja California",3,"Tecate",1,"Tecate","Calz. Universidad 1","Fracc. San Fernando","21450","665 654 24 04","https://www.facebook.com/artestecate","https://www.facebook.com/CulturaUABCTecate","","","teatrotkt@uabc.edu.mx",-116.62699,32.56883,800,"Italiano, rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=254","2023-11-21 03:26:42-06"
287,"Teatro del Pueblo del Parque Adolfo López Mateos","1959-08-20","Ayuntamiento de Tecate/Dirección de Obras y Servicios Públicos Municipales",2,"Baja California",3,"Tecate",1,"Tecate","Blvd. Universidad esq. Av. Piedra del Sol","Col. Militar","21460","665 654 9231","https://www.bajacalifornia.gob.mx/","","","","",-116.62458,32.56914,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=287","2025-05-16 11:44:08-06"
311,"Teatro al Aire Libre del Parque Margarita Maza de Juárez","1981-12-10","Dirección de Obras y Servicios Públicos",2,"Baja California",3,"Tecate",1,"Tecate","Calle 5a núm. 11 esq. Dr. Arturo Guerra","Col. Benito Juárez","21480","665 654 9231","http://www.tecate.gob.mx","","","","",-116.63133,32.55737,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=311","2025-06-11 10:38:04-06"
488,"Sala de Espectáculos del CECUT","1985-06-27","Secretaría de Cultura/CECUT",2,"Baja California",4,"Tijuana",1,"Tijuana","Av. Paseo de los Héroes 9350","Zona Urbana Río Tijuana","22010","664 687 9656","http://www.cecut.gob.mx/eespectaculos.php","","","","teatrocecut@cecut.gob.mx",-117.02374,32.5306,995,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=488","2024-10-30 14:14:45-06"
305,"Teatro IMSS Tijuana","1962-06-04","Instituto Mexicano del Seguro Social (IMSS)",2,"Baja California",4,"Tijuana",1,"Tijuana","Av. General Antonio Cardenas s/n","Fracc. Aviación","22420","664 972 98 47 ext. 2855","https://www.facebook.com/pages/Teatro-IMSS-Tijuana/522699537844441","","","","francisco.salazar@imss.gob.mx",-117.00954,32.51483,302,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=305","2024-11-01 12:36:38-06"
148,"Teatro Universitario Rubén Vizcaíno Valencia","1976-01-01","Universidad Autónoma de Baja California (UABC), campus Tijuana",2,"Baja California",4,"Tijuana",1,"Tijuana","Calz. Universidad 14418","Parque Industrial Internacional Tijuana","22390","664 979 75 17 ext. 53191","https://cultura.uabc.mx/cultura/teatro/teatro-universitario-ruben-vizcaino-valencia/","https://www.facebook.com/CulturaUABC/","","","cultura@uabc.edu.mx",-116.96651,32.53074,412,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=148","2024-10-31 10:05:40-06"
709,"Teatro Cala-Fórnix","1977-05-30","Instituto Tecnológico de Tijuana (ITT)",2,"Baja California",4,"Tijuana",1,"Tijuana","Calz. Tecnológico s/n","Fracc. Tomás Aquino","22414","664 607 84 00 ext. 190 y 260","https://www.tijuana.tecnm.mx/","","","","ajavier876@gmail.com; difusion@tectijuana.mx",-116.98796,32.53053,685,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=709","2024-10-31 11:57:09-06"
961,"La Alborada Centro Cultural","1000-01-01","",2,"Baja California",4,"Tijuana",1,"Tijuana","Av. Aguascalientes 2380","Col. Madero (Cacho)","22040","664 383 9160","","https://www.facebook.com/pg/La-Alborada-Centro-Cultural-149802891858962/about/?ref=page_internal","","","alborada286@gmail.com",-117.03027,32.52022,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=961","2020-05-14 09:38:21-05"
316,"Teatro de la Casa de la Cultura de Tijuana","1977-10-19","Ayuntamiento de Tjuana/Instituto Municipal de Arte y Cultura (IMAC)",2,"Baja California",4,"Tijuana",1,"Tijuana","Av. París 5","Col. Altamira","22000","664 687 26 04","https://www.tijuana.gob.mx/","https://www.facebook.com/amigosCCT?locale=es_LA","","","imac.casaculturatj@gmail.com",-117.05212,32.53182,475,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=316","2024-11-05 11:51:23-06"
991,"Teatro las Tablas","2004-01-01","Tijuana Hace Teatro",2,"Baja California",4,"Tijuana",1,"Tijuana","Unión 2191","Col. Zona Este","22000","664 848 23 78","https://teatrolastablas.com/","https://www.facebook.com/TeatroLasTablas","LasTablasTeatro","https://www.instagram.com/TeatroLasTablas","info@teatrolastablas.com",-117.02497,32.52272,40,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=991","2024-10-30 15:05:14-06"
873,"Foro Experimental del CEART Rosarito","2016-04-06","Instituto de Cultura de Baja California",2,"Baja California",5,"Playas de Rosarito",1,"Playas de Rosarito","Paseo de la Cascada s/n","Fracc. La Cascada","22701","661 100 6338 ext. 306","","https://www.facebook.com/CEARTRosarito/about?locale=es_LA","","","marco.ceartrosarito@gmail.com",-117.04113,32.30501,160,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=873","2025-05-12 13:49:04-06"
300,"Teatro Juárez","1910-09-15","Patronato de la Cultura de Baja California Sur, A.C.",3,"Baja California Sur",3,"La Paz",1,"La Paz","Belisario Domínguez s/n entre 16 de Septiembre e Independencia","Centro","23000","612 125 3097","https://culturabcs.gob.mx/recinto/23","https://www.facebook.com/p/Teatro-Ju%C3%A1rez-100064599613157/?_rdr","","","teatrojuarezlapaz@gmail.com; yosoyaltaira@hotmail.com",-110.31513,24.1621,289,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=300","2025-03-25 14:04:37-06"
309,"Teatro al aire libre Profra. Rosaura Zapata Cano","1985-01-01","Instituto Sudcaliforniano de Cultura",3,"Baja California Sur",3,"La Paz",1,"La Paz","Navarro s/n entre Altamirano y Héroes de Independencia","Centro","23000","612 125 02 07","","","","","teatrolapaz@hotmail.com",-110.31801,24.14727,200,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=309","2023-10-12 04:41:09-06"
244,"Teatro al Aire Libre Ignacio García Tellez (En remodelación)","1962-06-07","Centro de Seguridad Social del IMSS",3,"Baja California Sur",3,"La Paz",1,"La Paz","Álvaro Obregón entre Héroes del 47 y Colegio Militar","Col. Esterito","23020","(612) 123 67 00 exts. 31184, 31139","","","","","rafael.puppo@imss.gob.mx",-110.30713,24.17117,700,"Semicircular","http://sic.gob.mx/ficha.php?table=teatro&table_id=244","2016-12-16 11:13:54-06"
12,"Teatro de la Ciudad de La Paz","1987-01-01","Instituto Sudcaliforniano de Cultura",3,"Baja California Sur",3,"La Paz",1,"La Paz","Navarro s/n esq. Altamirano y Héroes de Independencia","Centro","23000","612 125 0207","https://culturabcs.gob.mx/recinto/12","","","","teatrolapaz@hotmail.com; teatrodelaciudadlapaz@gmail.com; eesartbcs@gmail.com",-110.31776,24.14702,1343,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=12","2024-04-29 10:43:04-06"
836,"Teatro-Espacio Angular Esterito","1979-12-01","Federación de Alianzas Francesas y Franco Mexicanas de México, A.C.",3,"Baja California Sur",3,"La Paz",1,"La Paz","Valentín Gomez Farias 525","Esterito","23070","612 122 2888","http://www.alianzafrancesa.org.mx/La-Paz/TEATRO-ESPACIO-ANGULAR-ESTERITO","","","","rubsando@uabcs.mx",-110.30307,24.16532,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=836","2025-04-08 11:47:39-06"
17,"Teatro Cine General Manuel Márquez de León","1944-02-05","Patronato del Teatro Manuel Márquez de León, A.C.",3,"Baja California Sur",3,"La Paz",3,"Todos Santos","Legaspy s/n esq. Gral. Márquez de León e Hidalgo","Centro","23300","612 1450 225","https://culturabcs.gob.mx/recinto/22","https://www.facebook.com/p/Teatro-Gral-Manuel-M%C3%A1rquez-de-Le%C3%B3n-100083222347712/","","","hparra@prodigy.net.mx",-110.22545,23.45001,500,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=17","2024-04-19 08:33:08-06"
834,"Foro de la Casa de Cultura Alfredo Green González","1974-01-01","Ayuntamiento de Los Cabos",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Blvd. Mijares 1413 esq. Álvaro Obregón","Centro","23400","624 146 98 36 ","https://www.culturabcs.gob.mx/recinto/40","https://www.facebook.com/casadecultura/?locale=es_LA","","","casadelacultura1974@gmail.com ",-109.69453,23.0633,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=834","2025-03-25 10:39:28-06"
623,"Teatro Miguel Lomelí Ceseña (Cerrado por remodelación)","2007-03-19","Ayuntamiento de Los Cabos/Instituto de Cultura de Los Cabos",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Zaragoza esq. Guerrero","Centro","23400","(624) 142 23 29","","","","","espacioculturaloscabos@hotmail.com",-109.69831,23.06161,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=623","2017-03-11 19:01:25-06"
909,"Teatro Pabellón Cultural de la República Nabor García Aguirre","2011-03-31","Instituto de la Cultura y las Artes del Municipio de Los Cabos",3,"Baja California Sur",8,"Los Cabos",54,"Cabo San Lucas","Bvld. Marina Lote 8","Centro","23450","(624	) 243-17-07","https://www.facebook.com/PabellonCulturalDeLaRepublica/","","","","pabellon_cultural@hotmail.com.mx",-109.9121,22.87963,660,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=909","2018-02-13 09:45:46-06"
774,"Teatro Manuel Ávila Cano","2011-12-02","Instituto de Cultura y Artes del Estado de Campeche/Unidad de Arte y Gestión/Centro Cultural el Claustro/Secretaría de Cultura de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 12 núm. 173 entre 59 y 61 ","Centro","24000","981 816 29 57","http://www.culturacampeche.com","","","","elclasutro.operaciones@gmail.com",-90.53758,19.84408,80,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=774","2024-03-13 07:20:33-06"
387,"Teatro de la Ciudad Francisco de Paula Toro","1834-09-15","Ayuntamiento de Campeche/Dirección de Fomento a la Cultura de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 12 núm. 139  entre 51 y 53","Centro Histórico","24000","981 811 36 53","","https://www.facebook.com/culturacampeche","CulturaCampeche","https://www.instagram.com/explore/locations/283703671/teatro-francisco-paula-del-toro/","damy.9127@hotmail.com; direccion.cultura@municipiocampeche.gob.mx",-90.53461,19.84549,600,"Italiano, rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=387","2025-04-24 12:28:41-06"
267,"Teatro Juan de la Cabada Vera ","1979-08-07","Instituto de Cultura y Artes del Estado de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Av. 16 de septiembre s/n y calle 53 s/n","Centro","24000","981 811 0008","","","","","teatrojuandelacabada@hotmail.com",-90.5367,19.84763,252,"Rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=267","2024-05-02 11:49:09-06"
293,"Cine – Teatro Universitario Joaquín Lanz","1967-07-01","Universidad Autónoma de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Av. Agustín Melgar s/n esq. Juan de la Barrera y Calle 20","Col. Buenavista","24039","98 1160 2618","https://culturauac.uacam.mx/view/paginas/10","","","","japortil@uacam.mx",-90.55774,19.83046,235,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=293","2021-01-19 07:33:03-06"
266,"Teatro Ing. Ricardo Hernández Cárdenas","1957-01-01","Instituto Campechano Gobierno del Estado de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 10 núm. 357 entre 63 y 65","Centro","24000","(981) 816 24 80 exts. 108,124","","","","","jmalcocer@hotmail.com",-90.54006,19.84377,350,"frontal","http://sic.gob.mx/ficha.php?table=teatro&table_id=266","2018-07-04 09:23:02-05"
304,"Teatro IMSS-SNTSS Campeche Teatro 401 Lic. Ignacio García Téllez","1967-07-27","Instituto Mexicano del Seguro Social (IMSS)",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Av. López Mateos s/n esq. Talamantes","Centro","24000","(981) 811 22 11","","","","","luis.santamariav@imss.gob.mx",-90.53851,19.83907,252,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=304","2018-07-04 08:55:05-05"
302,"Teatro Carmelita","1997-01-01","Ayuntamiento de Carmen/Dirección de Cultura",4,"Campeche",3,"Carmen",1,"Ciudad del Carmen","And. Arturo Shein Cárdenas s/n","Centro","24100","938 382 6210","","https://www.facebook.com/profile.php?id=100075967826219&locale=br_FR","","","teatrocarmelita@outlook.com; deccarmen2124@gmail.com",-91.83498,18.63912,941,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=302","2025-06-05 14:34:38-06"
153,"Teatro del Centro Cultural Universitario","1991-01-01","Universidad Autónoma del Carmen",4,"Campeche",3,"Carmen",1,"Ciudad del Carmen","Calle 31 s/n x 28","Centro","24100","(938) 382 78 16","","","","","",-91.83459,18.63859,0,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=153","2017-03-15 10:56:53-06"
260,"Teatro Auditorio Miguel Zepeda García","1967-07-27","Universidad Autónoma del Carmen",4,"Campeche",3,"Carmen",1,"Ciudad del Carmen","Calle 31 s/n esq. Calle 28","Centro","24100","938 382 7816","http://www.unacar.mx/","","","","",-91.83403,18.63811,670,"semicircular","http://sic.gob.mx/ficha.php?table=teatro&table_id=260","2025-04-16 10:15:21-06"
773,"Teatro al aire libre Francisco Gabilondo Soler","1986-07-15","Ayuntamiento del Carmen",4,"Campeche",3,"Carmen",1,"Ciudad del Carmen","Int. Zoológico Municipal<br>Av. Heroes del 21 de Abril s/n","Col. Playa Norte","24100","938 382 1387 ext. 2650","","","","","payaso_chiflon@outllok.com; payaso_chiflon@hotmail.com",-91.83847,18.65915,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=773","2025-06-17 13:46:20-06"
790,"Teatro de la Ciudad Virgilio Barrera Vega","2007-05-01","Ayuntamiento de Champotón",4,"Campeche",4,"Champotón",1,"Champotón","Calle 32 s/n entre 25 y 27","Centro","24400","982 828 03 43 ","http://www.champoton.gob.mx","","","","municipio@champoton.gob.mx",-90.72333,19.35565,412,"rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=790","2021-08-13 10:58:50-05"
917,"Cine Teatro Morón","2019-08-10","Ayuntamiento de Palizada",4,"Campeche",7,"Palizada",1,"Palizada","Ignacio Zaragoza 5","Centro","24200","","","https://www.facebook.com/GobiernoMunicipaldePalizada/","","","buzon@palizada.gob.mx",-92.08855,18.25448,300,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=917","2025-03-10 13:55:09-06"
258,"Teatro Lic. Evaristo Pérez Arreola","1992-09-08","Municipio de Acuña",5,"Coahuila de Zaragoza",2,"Acuña",1,"Ciudad Acuña","Manuel Acuña s/n esq. Iturbide","Centro","26200","877 772 61 30","","","","","",-100.93679,29.31573,227,"rectangular","http://sic.gob.mx/ficha.php?table=teatro&table_id=258","2021-09-03 09:31:55-05"
687,"Teatro de Cámara del Teatro de la Ciudad de Monclova","2010-02-11","Universidad Autónoma de Coahuila/Coordinación General de Difusión y Patrimonio Cultural",5,"Coahuila de Zaragoza",18,"Monclova",1,"Monclova","Blvd. Harold R. Pape","Estancias de Santa Ana","25710","866 639 08 79","","","","","dpatriciavillarreal@uadec.edu.mx",-101.41404,26.944,183,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=687","2025-05-22 17:26:38-06"
