zona_arqueologica_id,zona_arqueologica_nombre,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,zona_arqueologica_calle_numero,zona_arqueologica_colonia,zona_arqueologica_cp,zona_arqueologica_telefono1,pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
24,"La Campana",6,"Colima",10,"Villa de Álvarez",0,"Total del Municipio","Av. Periférico Nte. entre el Tecnológico de Colima y el Arroyo Pereira, al noroeste de la ciudad de Colima","","28037","312 313 49 46","https://www.inah.gob.mx/zonas/zona-arqueologica-cerro-de-la-campana","direccion.col@inah.gob.mx",-103.72539,19.2683,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=24","2025-04-29 18:08:51-06"
19,"Tenam Puente",7,"Chiapas",19,"Comitán de Domínguez",0,"Total del Municipio","Camino a a Baños de Santa Rita Uninajab, Km. 4 + 950 (aprox.)","","","","https://www.inah.gob.mx/zonas/zona-arqueologica-de-tenam-puente","",-92.10831,16.14127,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=19","2025-04-29 12:58:26-06"
193,"Chiapa de Corzo",7,"Chiapas",27,"Chiapa de Corzo",0,"Total del Municipio","Miguel Hidalgo s/n","Barrio Benito Juárez","29160","961 612 83 60","https://www.inah.gob.mx/zonas/zona-arqueologica-chiapa-de-corzo","miguel_riva@inah.gob.mx",-93.00367,16.70321,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=193","2025-04-29 12:56:44-06"
20,"Toniná",7,"Chiapas",59,"Ocosingo",0,"Total del Municipio","Camino a Rancho Toniná km 1 + 100","","","919  110 34 77","https://www.inah.gob.mx/zonas/zona-arqueologica-de-tonina","",-92.00943,16.90127,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=20","2025-04-29 12:49:19-06"
21,"Yaxchilán",7,"Chiapas",59,"Ocosingo",0,"Total del Municipio","Acceso por la Carr. núm. 307, crucero a Frontera Corozal, a través del Río Usumacinta","","","961 612 83 60 ","https://www.inah.gob.mx/zonas/zona-arqueologica-de-yaxchilan","",-90.96451,16.8996,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=21","2025-04-29 12:54:01-06"
15,"Bonampak",7,"Chiapas",59,"Ocosingo",0,"Total del Municipio","Camino (de terracería) a Bonampak km. 8 (aprox.), Lacanjá–Chansayab","","","916 345 27 05","https://www.inah.gob.mx/zonas/zona-arqueologica-de-bonampak","direccioninahchiapas@hotmail.com",-91.06525,16.70398,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=15","2025-04-29 12:46:17-06"
17,"Palenque",7,"Chiapas",65,"Palenque",0,"Total del Municipio","Carr. Ramal Palenque km. 6.5","","29960","916 345 27 05","https://www.inah.gob.mx/zonas/zona-arqueologica-palenque","keiko_teranishi@inah.gob.mx",-92.04806,17.48508,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=17","2025-04-29 12:42:32-06"
202,"Iglesia Vieja",7,"Chiapas",97,"Tonalá",0,"Total del Municipio","Camino a Iglesia Vieja km. 9","","","961 612 83 60","https://www.inah.gob.mx/zonas/zona-arqueologica-de-iglesia-vieja","franciscoroger_lopez@inah.gob.mx",-93.74732,16.13144,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=202","2025-04-29 12:39:00-06"
201,"Lagartero",7,"Chiapas",99,"La Trinitaria",0,"Total del Municipio","Camino a Ejido Cristóbal Colón km. 11 + 400 (aprox. al ejido), Municipio de La Trinitaria, Chiapas. Acceso al camino desde el Km. 56.7 (aprox.) de la Carretera Panamericana de Comitán-Cd. Cuáuhtemoc.","","","961 612 83 60","https://www.inah.gob.mx/zonas/zona-arqueologica-de-lagartero"," rosa_guillen@inah.gob.mx",-91.88415,15.82763,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=201","2025-04-29 12:37:37-06"
16,"Chinkultic ",7,"Chiapas",99,"La Trinitaria",0,"Total del Municipio","Ramal de carratera a Chinkultic km 1 + 730","","","961 612 83 60","https://www.inah.gob.mx/zonas/zona-arqueologica-de-chinkultic","natividad_figueroa@inah.gob.mx",-91.7813,16.12387,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=16","2025-04-29 13:44:35-06"
18,"Izapa",7,"Chiapas",102,"Tuxtla Chico",0,"Total del Municipio","Carr. México 200 (Tapachula-Juchitán de Zaragoza) Km 300 + 004","","","961 612 83 60","https://www.inah.gob.mx/zonas/zona-arqueologica-de-izapa","juan_ballinas@inah.gob.mx",-92.18442,14.91352,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=18","2025-04-29 13:03:12-06"
178,"Cueva de la Olla",8,"Chihuahua",13,"Casas Grandes",0,"Total del Municipio","Camino a rancho Casa Blanca-Cueva de la Olla","","","614 410 87 33","https://www.inah.gob.mx/zonas/zona-arqueologica-cueva-de-la-olla","direccion.chih@inah.gob.mx",-108.31483,30.17257,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=178","2023-01-11 09:16:40-06"
22,"Paquimé",8,"Chihuahua",13,"Casas Grandes",0,"Total del Municipio","Independencia Zona de Monumentos Arqueológicos de Paquimé 100","Col. Casas Grandes","31850","636 692  41 40 ","https://www.inah.gob.mx/zonas/zona-arqueologica-paquime","mauricio_salgado@inah.gob.mx",-107.94777,30.36608,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=22","2025-04-29 17:33:37-06"
23,"Cuarenta Casas",8,"Chihuahua",40,"Madera",0,"Total del Municipio","Carr. Ciudad Madera-Mesa del Huracán km. 42.5, El Vallecito","","31940","614 410 39 48 ext. 178040","https://www.inah.gob.mx/zonas/zona-arqueologica-cuarenta-casas","jorge_carrera@inah.gob.mx",-108.15181,29.55505,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=23","2025-04-29 13:59:05-06"
180,"Huapoca",8,"Chihuahua",40,"Madera",0,"Total del Municipio","Acceso al camino que dirige a Huapoca con en el entronque de la Av. Independencia en Madera, Chihuahua","","","614  410 39 48","https://www.inah.gob.mx/zonas/zona-arqueologica-huapoca","jorge_carrera@inah.gob.mx",-108.32937,29.211,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=180","2025-04-29 14:01:34-06"
179,"Cueva Grande",8,"Chihuahua",40,"Madera",0,"Total del Municipio","Camino a Huapoca-Cueva Grande, en el paraje conocido como Arroyo de la Cueva que desemboca al Río Papigochi","","","614 410 39 48","https://www.inah.gob.mx/zonas/zona-arqueologica-cueva-grande","jorge_carrera@inah.gob.mx",-108.3412,29.18677,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=179","2025-04-29 17:29:57-06"
26,"Cerro de la Estrella",9,"Ciudad de México",7,"Iztapalapa",0,"Total del Municipio","Calz. Ermita-Iztapalapa esq. Av. Rojo Gómez<br>Carr. Escénica al Cerro de la Estrella s/n, km 2","Col. Ampliación Veracruzana","09856","55 5522 4446","https://www.inah.gob.mx/zonas/zona-arqueologica-cerro-de-la-estrella","",-99.08979,19.34387,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=26","2025-04-30 11:31:38-06"
27,"Cuicuilco",9,"Ciudad de México",12,"Tlalpan",0,"Total del Municipio","Av. Insurgentes Sur 146 esq. Periférico Sur","Col. La Joya","14030","55 5606 9758","https://www.inah.gob.mx/zonas/zona-arqueologica-cuicuilco","cuicuilco1985@gmail.com; zacuicuilco_inah@inah.gob.mx",-99.18165,19.30169,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=27","2025-04-29 18:20:04-06"
223,"Mixcoac",9,"Ciudad de México",14,"Benito Juárez",0,"Total del Municipio","Pirámide 7 esq. Av. San Antonio y Periférico","Col. San Pedro de los Pinos","03800","","https://www.inah.gob.mx/zonas/zona-arqueologica-de-mixcoac","",-99.18989,19.38628,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=223","2025-04-30 10:57:19-06"
29,"Tlatelolco",9,"Ciudad de México",15,"Cuauhtémoc",0,"Total del Municipio","Eje Central Lázaro Cárdenas esq. Flores Magón","Col. Nonoalco-Tlatelolco","06900","55 5782 2240","https://www.inah.gob.mx/zonas/zona-arqueologica-tlatelolco","za.tlatelolco@inah.gob.mx",-99.13742,19.45112,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=29","2025-04-29 18:23:48-06"
28,"Templo Mayor",9,"Ciudad de México",15,"Cuauhtémoc",0,"Total del Municipio","Guatemala 60","Centro Histórico","06060","55 5542 0256","https://www.inah.gob.mx/zonas/zona-arqueologica-templo-mayor","n.mntm@inah.gob.mx; edutemplomayor@inah.gob.mx ",-99.13144,19.43495,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=28","2025-04-30 10:55:21-06"
30,"La Ferrería",10,"Durango",5,"Durango",0,"Total del Municipio","Carr. a Lerdo de Tejada Km 2","Ejido La Ferrería","","618 128 44 13","https://www.inah.gob.mx/zonas/zona-arqueologica-la-ferreria","direccion.dgo@inah.gob.mx",-104.64911,23.96088,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=30","2025-04-30 11:32:50-06"
192,"Peralta",11,"Guanajuato",1,"Abasolo",0,"Total del Municipio","Ramal de Carretera estatal Abasolo-Huanímaro","Col. San Jose de Peralta","36986","473 733 10 69","https://www.inah.gob.mx/zonas/zona-arqueologica-peralta","delegacion_gto@inah.gob.mx",-101.41691,20.47291,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=192","2024-03-15 06:03:18-06"
190,"Cañada de la Virgen",11,"Guanajuato",3,"San Miguel de Allende",0,"Total del Municipio","Carr. San Miguel de Allende km 10","","","473 10 22 700 exts. 105, 133","https://www.inah.gob.mx/zonas/zona-arqueologica-canada-de-la-virgen","jlvazquezg@guanajuato.gob.mx",-100.9283,20.8582,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=190","2023-01-16 06:11:46-06"
225,"Cerro de los Remedios (próxima inauguración)",11,"Guanajuato",9,"Comonfort",0,"Total del Municipio","Garita 25","Los Remedios"," 38204 ","","","",-100.75385,20.72656,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=225","2025-04-24 13:50:16-06"
196,"El Cóporo",11,"Guanajuato",22,"Ocampo",0,"Total del Municipio","Camino al Cóporo km 4 (aprox.)","","","473 733 08 57","https://www.inah.gob.mx/zonas/zona-arqueologica-el-coporo","delegacion_gto@inah.gob.mx",-101.4588,21.47759,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=196","2023-01-16 06:12:55-06"
175,"Plazuelas",11,"Guanajuato",23,"Pénjamo",0,"Total del Municipio","Carr. federal 90 tramo Irapuato-La Piedad","San Juan el Alto Plazuelas","","473 10 22 700 exts. 105, 133","https://www.inah.gob.mx/zonas/zona-arqueologica-plazuelas","delegacion_gto@inah.gob.mx",-101.82781,20.40172,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=175","2022-10-04 15:51:11-05"
219,"Arroyo seco",11,"Guanajuato",43,"Victoria",0,"Total del Municipio","Carr. estatal 110 (Tierra Blanca-Victoria-San Luis de La Paz), a 2.5 km al sureste de la localidad Victoria","","","","https://www.inah.gob.mx/zonas/zona-arqueologica-arroyo-seco","jlvazquezg@guanajuato.gob.mx",-100.20604,21.19319,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=219","2023-01-16 06:09:06-06"
51,"La Sabana",12,"Guerrero",1,"Acapulco de Juárez",0,"Total del Municipio","Ejido La Sabana","Col. 5 de mayo","","747 471 71 21","https://www.inah.gob.mx/zonas/zona-arqueologica-de-la-sabana","direccion.gro@inah.gob.mx",-99.82308,16.8628,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=51","2022-10-03 07:06:29-05"
50,"Palma Sola",12,"Guerrero",1,"Acapulco de Juárez",0,"Total del Municipio","Av. Palma Sola s/n","Col. Palma Sola","","744 486 15 14","https://www.inah.gob.mx/zonas/zona-arqueologica-de-palma-sola","direccion.gro@inah.gob.mx",-99.90038,16.89007,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=50","2022-10-03 08:16:03-05"
45,"Teopantecuanitlán",12,"Guerrero",19,"Copalillo",0,"Total del Municipio","Principal s/n","Las Tinajas","","747 471 71 21","https://www.inah.gob.mx/zonas/zona-arqueologica-de-teopantecuanitlan","direccion.gro@inah.gob.mx",-99.10874,17.90537,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=45","2023-01-16 06:24:17-06"
191,"Tehuacalco",12,"Guerrero",29,"Chilpancingo de los Bravo",0,"Total del Municipio","","","","747 472 26 04","https://www.inah.gob.mx/zonas/zona-arqueologica-tehuacalco","direccion.gro@inah.gob.mx",-99.50243,17.18808,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=191","2024-11-11 10:56:06-06"
176,"INDECO Pezoapan",12,"Guerrero",29,"Chilpancingo de los Bravo",0,"Total del Municipio","Zirándaro 27 Unidad Guerrerense","Col. INDECO","39000","","https://revistas.inah.gob.mx/index.php/diariodecampo/article/view/9441/10219","",-99.49023,17.54997,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=176","2025-04-24 17:37:18-06"
49,"Huamuxtitlán",12,"Guerrero",33,"Huamuxtitlán",0,"Total del Municipio","Galeana s/n","Centro","41200","747 471 71 21","https://www.inah.gob.mx/zonas/zona-arqueologica-de-huamuxtitlan","direccion.gro@inah.gob.mx",-98.56503,17.79885,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=49","2022-10-03 08:15:16-05"
47,"Cuetlajuchitlán (Los Querende)",12,"Guerrero",34,"Huitzuco de los Figueroa",0,"Total del Municipio","Km 181 Carr. Num. 95 (tramo Cuernavaca-Acapulco)","","","747 471 71 21","https://www.inah.gob.mx/zonas/zona-arqueologica-cuetlajuchitlan-o-los-querende","direccion.gro@inah.gob.mx",-99.21089,18.20448,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=47","2023-01-16 06:17:47-06"
44,"Ixcateopan",12,"Guerrero",37,"Ixcateopan de Cuauhtémoc",0,"Total del Municipio","5 de mayo (Gral. Vicente Guerrero Saldaña) s/n","","40430","747 471 71 21","https://www.inah.gob.mx/zonas/zona-arqueologica-de-ixcateopan","direccion.gro@inah.gob.mx",-98.52001,17.62024,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=44","2022-10-05 07:45:35-05"
210,"Soledad de Maciel",12,"Guerrero",48,"Petatlán",0,"Total del Municipio","Camino vecinal a Soledad de Maciel Km 3 + 700 (aprox.)","","","747 4 71 71 21","https://www.inah.gob.mx/zonas/zona-arqueologica-soledad-de-maciel","direccion.gro@inah.gob.mx",-101.33333,17.52639,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=210","2023-01-16 06:20:30-06"
48,"Los Tepoltzis",12,"Guerrero",61,"Tixtla de Guerrero",0,"Total del Municipio","","","","747 471 71 21","https://www.inah.gob.mx/zonas/zona-arqueologica-los-tepoltzis","direccion.gro@inah.gob.mx",-99.39735,17.60057,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=48","2022-05-30 12:00:05-05"
46,"La Organera  Xochipala",12,"Guerrero",75,"Eduardo Neri",0,"Total del Municipio","Av. Principal s/n","Comunidad de Xochipala","","747 471 71 21","https://www.inah.gob.mx/zonas/zona-arqueologica-de-organera-xochipala","direccion.gro@inah.gob.mx",-99.63307,17.78441,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=46","2023-01-16 06:22:05-06"
207,"Pañhú",13,"Hidalgo",59,"Tecozautla",0,"Total del Municipio","","","","771 714 39 89","https://www.inah.gob.mx/zonas/57-zona-arqueologica-panhu","dir.hgo@inah.gob.mx",-99.68478,20.50576,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=207","2023-01-16 06:27:04-06"
54,"Tepeapulco o Xihuingo",13,"Hidalgo",61,"Tepeapulco",0,"Total del Municipio","","","","771 714 34 31","https://www.inah.gob.mx/zonas/82-zona-arqueologica-tepeapulco-o-xihuingo","dir.hgo@inah.gob.mx",-98.55668,19.81392,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=54","2023-01-16 06:32:19-06"
52,"Tula",13,"Hidalgo",76,"Tula de Allende",0,"Total del Municipio","Carr. Tula- Tlahuelilpan Km 2","Col.16 de Enero 2a. Ampliación (El Tesoro)","","773 100 36 54","https://www.inah.gob.mx/zonas/zona-arqueologica-y-museo-de-sitio-de-tula","raul_guerrerobustamante@inah.gob.mx",-99.34046,20.06384,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=52","2024-03-21 10:05:19-06"
53,"Huapalcalco",13,"Hidalgo",77,"Tulancingo de Bravo",0,"Total del Municipio","Acceso desde la Av. del ferrocarril y entronque con Vicente Guerrero en Huapalcalco","","","771 714 34 31","https://www.inah.gob.mx/zonas/zona-arqueologica-huapalcalco","dir.hgo@inah.gob.mx",-98.36289,20.11706,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=53","2022-10-03 08:17:42-05"
155,"Teuchitlán-Guachimontones",14,"Jalisco",95,"Teuchitlán",0,"Total del Municipio","Pirámide Circular, Carretera Estatal 604 Guadalajara-San Marcos","Gral. Lucio Blanco Estanzuela","46762","33 3614 5416  ","https://www.inah.gob.mx/zonas/zona-arqueologica-teuchitlan-o-guachimontones","direccion.jal@inah.gob.mx",-103.83643,20.69549,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=155","2025-01-09 11:41:36-06"
55,"Ixtépete",14,"Jalisco",120,"Zapopan",0,"Total del Municipio","Prolg. Av. Mariano Otero s/n","","","333 613 10 75","https://www.inah.gob.mx/zonas/zona-arqueologica-ixtepete","direccion.jal@inah.gob.mx",-103.44154,20.63228,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=55","2022-10-03 07:11:23-05"
154,"El Grillo",14,"Jalisco",120,"Zapopan",0,"Total del Municipio","Av. Pino Suárez","Col. Villas de San Ignacio","45180","333 613 10 75","https://www.inah.gob.mx/zonas-arqueologicas","",-103.36974,20.73329,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=154","2022-05-30 12:12:55-05"
149,"Huamango",15,"México",1,"Acambay de Ruíz Castañeda",0,"Total del Municipio","Carr. Toluca – Querétaro km. 93","","","722 214 63 00","https://www.inah.gob.mx/zonas/45-zona-arqueologica-de-huamango","mcsrc@yahoo.com.mx",-99.86596,19.97916,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=149","2025-04-30 11:56:22-06"
33,"Chimalhuacán",15,"México",31,"Chimalhuacán",0,"Total del Municipio","Pochotes s/n ","Barrio de San Andrés","56337","722 167 13 25","https://www.inah.gob.mx/zonas/130-zona-arqueologica-chimalhuacan","cinah_edomex@inah.gob.mx",-98.94708,19.41816,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=33","2023-01-11 10:30:10-06"
31,"Acozac Ixtapaluca",15,"México",39,"Ixtapaluca",0,"Total del Municipio","Carr. México-Puebla km. 30","Centro","56530","722 167 13 25","https://www.inah.gob.mx/zonas/128-zona-arqueologica-azocac-o-ixtapaluca","acozaczona@gmail.com",-98.88417,19.3131,"http://sic.gob.mx/ficha.php?table=zona_arqueologica&table_id=31","2023-01-11 09:25:46-06"
